Date,BTC,ETH,DOT,CRV,GALA,USDC
2021-02-23,48824.425781,1570.203979,34.300774,2.127433,0.015717,1.000221
2021-02-24,49705.332031,1626.575684,33.633545,2.154255,0.022178,1.000229
2021-02-25,47093.851562,1475.703735,31.080660,1.999527,0.024277,1.000072
2021-02-26,46339.761719,1446.033691,31.346090,1.925629,0.026980,0.999986
2021-02-27,46188.453125,1459.973145,33.449368,1.962836,0.032419,1.000031
2021-02-28,45137.769531,1416.048950,33.607258,1.759299,0.029100,1.000296
2021-03-01,49631.242188,1564.707642,35.584927,1.995273,0.027782,0.999757
2021-03-02,48378.988281,1492.608765,36.153118,2.529925,0.026030,1.000078
2021-03-03,50538.242188,1575.853149,37.043320,2.286465,0.030573,1.000002
2021-03-04,48561.167969,1541.914307,35.330311,2.082222,0.029930,1.000163
2021-03-05,48927.304688,1533.275024,33.724472,2.059505,0.031928,1.000277
2021-03-06,48912.382812,1654.741577,33.433693,2.044126,0.032274,0.999881
2021-03-07,51206.691406,1723.153809,35.188660,2.228600,0.031165,0.999994
2021-03-08,52246.523438,1834.727905,34.913754,2.387251,0.030352,0.999984
2021-03-09,54824.117188,1868.048828,38.194191,2.404599,0.030776,1.000074
2021-03-10,56008.550781,1799.166260,37.566944,2.220357,0.033245,1.000052
2021-03-11,57805.121094,1826.194946,36.882496,2.172235,0.031324,1.000129
2021-03-12,57332.089844,1772.102417,35.986954,2.058861,0.030246,1.000174
2021-03-13,61243.085938,1924.685425,37.157810,2.376851,0.030499,1.000232
2021-03-14,59302.316406,1854.564331,36.579250,2.117741,0.029263,0.999998
2021-03-15,55907.199219,1791.702271,34.357517,2.231567,0.028812,1.000084
2021-03-16,56804.902344,1806.971802,35.430832,2.601468,0.027204,0.999994
2021-03-17,58870.894531,1823.449341,36.141365,2.436320,0.025899,0.998902
2021-03-18,57858.921875,1782.855103,35.517223,2.607981,0.025733,1.000994
2021-03-19,58346.652344,1817.624146,38.272690,2.750995,0.025556,1.002438
2021-03-20,58313.644531,1812.634644,37.350479,2.697196,0.025981,1.002151
2021-03-21,57523.421875,1788.217041,36.793610,2.599087,0.024534,1.000962
2021-03-22,54529.144531,1691.333984,35.537544,2.368420,0.022821,1.001310
2021-03-23,54738.945312,1678.650146,34.460464,2.892866,0.023940,1.000804
2021-03-24,52774.265625,1593.413452,30.436436,2.537157,0.022701,1.001554
2021-03-25,51704.160156,1595.359253,29.982208,2.394039,0.023796,1.000830
2021-03-26,55137.312500,1702.842041,33.200386,2.627939,0.026750,1.000801
2021-03-27,55973.511719,1716.494629,32.661049,3.129429,0.028037,1.000274
2021-03-28,55950.746094,1691.355957,32.297894,3.022374,0.028787,1.000792
2021-03-29,57750.199219,1819.684937,34.373604,3.515036,0.027904,1.000024
2021-03-30,58917.691406,1846.033691,34.066860,3.292122,0.026380,1.000558
2021-03-31,58918.832031,1918.362061,37.027012,3.127749,0.025990,0.999605
2021-04-01,59095.808594,1977.276855,37.672878,3.305404,0.023727,1.000869
2021-04-02,59384.312500,2143.225586,41.164284,3.356939,0.025691,1.000350
2021-04-03,57603.890625,2028.422485,41.646030,2.930224,0.024953,1.002791
2021-04-04,58758.554688,2093.122803,44.652210,3.117053,0.024455,1.002957
2021-04-05,59057.878906,2107.887207,45.797230,3.318379,0.022867,1.000045
2021-04-06,58192.359375,2118.378906,43.430199,3.171409,0.025689,1.001423
2021-04-07,56048.937500,1971.077271,39.594013,2.890812,0.025285,1.002237
2021-04-08,58323.953125,2088.573730,41.365952,3.072948,0.025112,1.000240
2021-04-09,58245.003906,2072.108887,40.849308,2.984364,0.027305,1.001493
2021-04-10,59793.234375,2135.942139,41.626152,2.961213,0.026830,1.000591
2021-04-11,60204.964844,2157.656982,41.423397,3.134162,0.026580,1.002870
2021-04-12,59893.453125,2139.353271,40.497498,3.034282,0.025647,1.000371
2021-04-13,63503.457031,2299.187744,42.947910,3.114926,0.025387,0.999456
2021-04-14,63109.695312,2435.104980,42.640842,3.174902,0.026357,1.001436
2021-04-15,63314.011719,2519.116211,43.515968,4.049072,0.025823,1.000326
2021-04-16,61572.789062,2431.946533,41.537975,3.929995,0.024736,1.001033
2021-04-17,60683.820312,2344.895020,42.535950,3.834378,0.025904,1.010496
2021-04-18,56216.183594,2237.136963,37.347431,3.221771,0.024483,1.000095
2021-04-19,55724.265625,2166.188721,34.816669,2.828373,0.024533,0.999967
2021-04-20,56473.031250,2330.210938,35.444435,3.025571,0.026553,1.000054
2021-04-21,53906.089844,2364.751709,33.871029,2.899042,0.024428,1.000134
2021-04-22,51762.273438,2403.535156,32.988476,2.766954,0.022892,1.000028
2021-04-23,51093.652344,2363.586182,32.227985,2.639887,0.023139,0.999978
2021-04-24,50050.867188,2211.625732,28.932833,2.368537,0.020629,1.000065
2021-04-25,49004.253906,2316.059570,29.762489,2.374096,0.021385,1.000179
2021-04-26,54021.753906,2534.481689,33.406628,2.781705,0.022308,0.999987
2021-04-27,55033.117188,2662.865234,34.703159,3.122250,0.021175,0.999927
2021-04-28,54824.703125,2746.380127,33.967552,3.042330,0.019978,1.000199
2021-04-29,53555.109375,2756.876953,35.968155,3.017936,0.018967,1.000144
2021-04-30,57750.175781,2773.207031,36.540665,3.335349,0.020769,0.999824
2021-05-01,57828.050781,2945.892822,36.929684,3.399561,0.020844,1.000154
2021-05-02,56631.078125,2952.056152,36.654530,3.270362,0.019786,0.999949
2021-05-03,57200.292969,3431.086182,37.255207,3.242332,0.019531,1.000104
2021-05-04,53333.539062,3253.629395,34.853508,2.837319,0.020009,1.000195
2021-05-05,57424.007812,3522.783203,40.495045,3.090598,0.019407,1.000118
2021-05-06,56396.515625,3490.880371,41.533466,3.237779,0.018675,1.000055
2021-05-07,57356.402344,3484.729004,39.929852,3.659497,0.018344,1.000077
2021-05-08,58803.777344,3902.647705,39.832691,3.563771,0.018256,1.000034
2021-05-09,58232.316406,3928.844727,40.312843,3.437246,0.017409,1.000052
2021-05-10,55859.796875,3952.293945,36.541771,3.095362,0.015538,1.000017
2021-05-11,56704.574219,4168.701172,38.642284,3.314255,0.015113,1.000167
2021-05-12,49150.535156,3785.848633,34.031391,3.183390,0.013317,1.000097
2021-05-13,49716.191406,3715.148438,40.031654,3.360400,0.013659,0.999824
2021-05-14,49880.535156,4079.057373,47.945938,3.675639,0.013925,0.999962
2021-05-15,46760.187500,3638.122070,43.538631,3.208688,0.014013,1.000090
2021-05-16,46456.058594,3587.506104,42.631512,3.276764,0.016258,1.000155
2021-05-17,43537.511719,3282.397705,38.710159,3.082490,0.015507,1.000100
2021-05-18,42909.402344,3380.070068,40.645355,3.487671,0.017207,1.000018
2021-05-19,37002.441406,2460.679199,25.227142,1.974882,0.013459,0.999926
2021-05-20,40782.738281,2784.294189,29.150570,2.207875,0.012566,0.999880
2021-05-21,37304.691406,2430.621338,24.463970,1.851383,0.012407,1.000417
2021-05-22,37536.632812,2295.705566,22.014524,1.624977,0.011641,1.000807
2021-05-23,34770.582031,2109.579834,18.029442,1.329273,0.010038,1.000422
2021-05-24,38705.980469,2643.591064,23.199089,1.622166,0.012297,1.000287
2021-05-25,38402.222656,2706.628906,22.130131,1.611563,0.011957,0.999930
2021-05-26,39294.199219,2888.698730,24.549688,1.899222,0.013111,1.000418
2021-05-27,38436.968750,2736.488525,23.852982,1.742954,0.011610,1.000249
2021-05-28,35697.605469,2419.906250,21.410093,1.590178,0.011009,1.000196
2021-05-29,34616.066406,2279.514160,19.863375,1.744663,0.010482,0.999901
2021-05-30,35678.128906,2390.305420,20.473988,1.675955,0.010859,0.999498
2021-05-31,37332.855469,2714.945312,23.430927,1.965026,0.012430,1.000264
2021-06-01,36684.925781,2633.518311,22.810846,2.045848,0.012670,1.000025
2021-06-02,37575.179688,2706.125000,25.957727,2.340002,0.012139,1.000277
2021-06-03,39208.765625,2855.126465,27.013458,2.504201,0.012579,1.000242
2021-06-04,36894.406250,2688.195068,25.008299,2.680238,0.011453,1.000749
2021-06-05,35551.957031,2630.576904,23.816771,2.526363,0.012498,1.000184
2021-06-06,35862.378906,2715.092773,24.201599,2.453124,0.014414,1.000577
2021-06-07,33560.707031,2590.263184,21.626959,2.143281,0.012184,1.000540
2021-06-08,33472.632812,2517.438721,21.745270,2.329220,0.010984,1.000497
2021-06-09,37345.121094,2608.267090,23.184938,2.526145,0.011145,0.999950
2021-06-10,36702.597656,2471.518555,22.684816,2.264273,0.010973,1.000317
2021-06-11,37334.398438,2353.768799,20.985857,2.156494,0.010105,1.000435
2021-06-12,35552.515625,2372.484375,20.777037,2.081386,0.009974,1.001136
2021-06-13,39097.859375,2508.391602,22.076334,2.206996,0.010092,0.999630
2021-06-14,40218.476562,2537.891113,22.205357,2.217797,0.010017,1.000030
2021-06-15,40406.269531,2610.936768,24.760836,2.300093,0.010053,1.000284
2021-06-16,38347.062500,2367.663574,22.972176,2.065507,0.009607,1.000168
2021-06-17,38053.503906,2372.001953,22.511454,2.093203,0.009110,1.000717
2021-06-18,35787.246094,2231.733154,21.398895,1.920776,0.009595,1.001384
2021-06-19,35615.871094,2178.499023,20.355942,1.867878,0.009896,1.001386
2021-06-20,35698.296875,2246.364502,20.672363,1.927503,0.008958,1.000962
2021-06-21,31676.693359,1888.447510,15.769904,1.451342,0.007004,1.000260
2021-06-22,32505.660156,1874.950073,14.652412,1.399376,0.006339,1.000805
2021-06-23,33723.027344,1989.736328,16.142490,1.568973,0.006594,1.000470
2021-06-24,34662.437500,1988.456299,16.253658,1.679912,0.006535,1.000126
2021-06-25,31637.779297,1813.217285,14.467696,1.448096,0.006734,1.000017
2021-06-26,32186.277344,1829.239258,14.499612,1.486794,0.006920,1.001436
2021-06-27,34649.644531,1978.894653,15.015594,1.579388,0.007343,1.000591
2021-06-28,34434.335938,2079.657471,15.740378,1.607026,0.008411,0.999925
2021-06-29,35867.777344,2160.768311,16.253370,1.785338,0.008542,1.000066
2021-06-30,35040.835938,2274.547607,16.402195,1.815339,0.008710,1.000089
2021-07-01,33572.117188,2113.605469,15.278964,1.703427,0.008573,1.000192
2021-07-02,33897.046875,2150.040283,15.340774,1.659193,0.008215,1.000035
2021-07-03,34668.546875,2226.114258,15.553716,1.758719,0.009190,0.999984
2021-07-04,35287.781250,2321.724121,16.014027,1.840749,0.009088,0.999500
2021-07-05,33746.003906,2198.582520,15.235582,1.798706,0.008442,1.000528
2021-07-06,34235.195312,2324.679443,16.143564,1.969197,0.008174,1.000059
2021-07-07,33855.328125,2315.161865,16.857790,1.940936,0.008068,1.000370
2021-07-08,32877.371094,2120.026367,15.337748,1.758894,0.007503,0.999945
2021-07-09,33798.011719,2146.692383,15.669269,1.767950,0.007632,0.999831
2021-07-10,33520.519531,2111.403564,15.290839,1.750016,0.007998,1.000154
2021-07-11,34240.187500,2139.664795,15.482435,1.756722,0.008413,1.000268
2021-07-12,33155.847656,2036.721069,14.873133,1.684378,0.008053,1.000372
2021-07-13,32702.025391,1940.083984,14.189650,1.603354,0.012814,1.000140
2021-07-14,32822.347656,1994.331299,13.799570,1.598158,0.014917,0.999954
2021-07-15,31780.730469,1911.175659,13.084849,1.496841,0.014852,1.000146
2021-07-16,31421.539062,1880.382935,12.053826,1.420796,0.012081,1.000336
2021-07-17,31533.068359,1898.825195,12.292176,1.425375,0.012176,1.000495
2021-07-18,31796.810547,1895.552124,12.682146,1.416400,0.013442,1.000574
2021-07-19,30817.832031,1817.296631,11.425251,1.336012,0.011886,1.000259
2021-07-20,29807.347656,1787.510742,10.981212,1.284384,0.010452,1.000275
2021-07-21,32110.693359,1990.970825,12.305879,1.442357,0.011797,1.000201
2021-07-22,32313.105469,2025.202759,13.161491,1.542230,0.010032,1.000292
2021-07-23,33581.550781,2124.776611,13.397968,1.605653,0.010489,1.000065
2021-07-24,34292.445312,2189.218750,13.805341,1.549941,0.016527,1.000233
2021-07-25,35350.187500,2191.373779,13.712600,1.523055,0.018810,0.999587
2021-07-26,37337.535156,2233.366699,13.951712,1.536312,0.018627,1.000108
2021-07-27,39406.941406,2298.333496,14.376072,1.570890,0.025331,1.000019
2021-07-28,39995.906250,2296.545410,14.538835,1.539017,0.028273,0.999798
2021-07-29,40008.421875,2380.956787,15.236948,1.618574,0.024827,1.000208
2021-07-30,42235.546875,2466.961426,15.838523,1.700528,0.021797,0.999843
2021-07-31,41626.195312,2536.209961,16.847204,1.713582,0.025415,0.999847
2021-08-01,39974.894531,2561.852051,18.413965,1.663685,0.022813,1.000161
2021-08-02,39201.945312,2610.153320,18.017284,1.627841,0.019754,1.000286
2021-08-03,38152.980469,2502.349609,17.336826,1.563435,0.018025,1.000244
2021-08-04,39747.503906,2724.619873,19.163094,1.622207,0.020375,1.000063
2021-08-05,40869.554688,2827.328857,19.132372,1.772105,0.019784,0.999597
2021-08-06,42816.500000,2890.941650,20.400679,1.921268,0.017615,0.999811
2021-08-07,44555.800781,3157.238770,20.967094,1.910618,0.017403,0.999857
2021-08-08,43798.117188,3013.732666,19.676132,1.758121,0.018317,0.999589
2021-08-09,46365.402344,3167.856201,20.620972,1.882472,0.018070,0.999833
2021-08-10,45585.031250,3141.691162,20.608009,2.068480,0.021108,0.999937
2021-08-11,45593.636719,3164.245117,21.402422,2.042396,0.024504,0.999923
2021-08-12,44428.289062,3043.414307,20.754807,2.031432,0.021369,1.000092
2021-08-13,47793.320312,3322.211670,22.714149,2.360394,0.020695,0.999514
2021-08-14,47096.945312,3265.443359,22.861027,2.261152,0.019113,0.999954
2021-08-15,47047.003906,3310.504150,23.174017,2.222546,0.018454,0.999849
2021-08-16,46004.484375,3156.509521,24.535856,2.132674,0.018547,1.000102
2021-08-17,44695.359375,3014.845947,23.533640,1.923560,0.020301,1.000329
2021-08-18,44801.187500,3020.089844,23.948135,1.922036,0.019959,1.000237
2021-08-19,46717.578125,3182.702148,26.548628,2.151440,0.020809,0.999649
2021-08-20,49339.175781,3286.935303,28.146954,2.269687,0.021196,1.000311
2021-08-21,48905.492188,3226.083984,27.873337,2.221995,0.020486,0.999866
2021-08-22,49321.652344,3242.115479,27.736874,2.450094,0.025692,1.000167
2021-08-23,49546.148438,3319.257324,27.891310,2.366068,0.027160,1.000460
2021-08-24,47706.117188,3172.456299,25.081446,2.098796,0.027513,1.000197
2021-08-25,48960.789062,3224.915283,25.935373,2.193470,0.029070,1.000037
2021-08-26,46942.218750,3100.325439,23.981495,2.053100,0.032547,1.000165
2021-08-27,49058.667969,3270.600830,26.569754,2.181531,0.031270,0.999892
2021-08-28,48902.402344,3244.403320,25.966742,2.093753,0.029944,1.000037
2021-08-29,48829.832031,3227.002686,25.732918,2.107036,0.029288,1.000498
2021-08-30,47054.984375,3224.374268,26.044720,2.101394,0.026697,1.000288
2021-08-31,47166.687500,3433.732666,31.470020,2.234761,0.025026,1.000214
2021-09-01,48847.027344,3834.828125,33.139481,2.313409,0.026274,0.999819
2021-09-02,49327.722656,3790.989990,31.814713,2.208782,0.025594,1.000021
2021-09-03,50025.375000,3940.614746,33.674274,2.206305,0.023973,0.999840
2021-09-04,49944.625000,3887.828369,32.417515,2.275378,0.023751,0.999937
2021-09-05,51753.410156,3952.133545,34.408791,2.477684,0.024022,0.999575
2021-09-06,52633.535156,3928.379395,34.311203,2.485566,0.023933,0.999518
2021-09-07,46811.128906,3426.394287,27.825745,1.980143,0.023043,1.000262
2021-09-08,46091.390625,3497.315186,27.708794,1.981304,0.021118,1.000305
2021-09-09,46391.421875,3427.340088,29.835569,2.374763,0.022047,1.000210
2021-09-10,44883.910156,3211.505859,29.215357,2.144904,0.021004,1.000231
2021-09-11,45201.457031,3270.278076,31.594603,2.271685,0.021191,1.000971
2021-09-12,46063.269531,3410.134521,35.774338,2.430823,0.021028,0.999490
2021-09-13,44963.074219,3285.511719,34.767990,2.352892,0.047267,1.000095
2021-09-14,47092.492188,3429.169678,37.375801,2.791474,0.044125,1.000278
2021-09-15,48176.347656,3615.282715,36.463394,3.018062,0.051990,1.000021
2021-09-16,47783.359375,3571.294922,35.547550,3.099774,0.101285,1.000064
2021-09-17,47267.519531,3398.538818,33.021385,2.801770,0.117481,0.999832
2021-09-18,48278.363281,3432.018311,34.898865,2.890277,0.115872,0.999405
2021-09-19,47260.218750,3329.447998,33.801334,3.027043,0.109952,1.000255
2021-09-20,42843.800781,2958.993408,28.051830,2.391668,0.089334,1.000384
2021-09-21,40693.675781,2764.431152,26.316502,2.194502,0.099248,1.000344
2021-09-22,43574.507812,3077.867920,31.611773,2.452328,0.107637,0.999563
2021-09-23,44895.097656,3155.523682,33.544739,2.789800,0.112912,1.000039
2021-09-24,42839.750000,2931.669189,30.842344,2.426959,0.097241,1.000135
2021-09-25,42716.593750,2925.565674,29.843185,2.307267,0.092640,1.000339
2021-09-26,43208.539062,3062.265381,28.828663,2.547274,0.087907,1.000255
2021-09-27,42235.730469,2934.138916,27.772104,2.374523,0.084325,1.000304
2021-09-28,41034.542969,2807.296631,26.333828,2.232663,0.076439,1.000387
2021-09-29,41564.363281,2853.143311,27.274256,2.289199,0.083714,1.000411
2021-09-30,43790.894531,3001.678955,28.580620,2.335260,0.100016,1.000140
2021-10-01,48116.941406,3307.516113,31.968777,2.534003,0.101100,0.999545
2021-10-02,47711.488281,3391.694336,32.122108,2.542089,0.101722,0.999790
2021-10-03,48199.953125,3418.358643,32.105255,2.815697,0.114300,0.999681
2021-10-04,49112.902344,3380.089111,31.042126,2.866961,0.113613,0.999416
2021-10-05,51514.812500,3518.518555,31.427458,2.943654,0.104771,0.999849
2021-10-06,55361.449219,3580.562012,32.289612,2.740017,0.099361,0.999990
2021-10-07,53805.984375,3587.974854,33.974548,2.807679,0.096334,1.000023
2021-10-08,53967.847656,3563.759277,33.372894,2.956674,0.099554,0.999791
2021-10-09,54968.222656,3575.716797,36.327404,2.902986,0.099095,0.999896
2021-10-10,54771.578125,3425.852783,34.466419,2.704135,0.090586,1.000598
2021-10-11,57484.789062,3545.354004,34.184631,2.696979,0.088876,1.000392
2021-10-12,56041.058594,3492.573242,35.159767,2.687998,0.086032,0.999962
2021-10-13,57401.097656,3606.201660,41.616932,2.968406,0.084661,1.000147
2021-10-14,57321.523438,3786.014160,40.755100,2.882606,0.091444,0.999742
2021-10-15,61593.949219,3862.634766,43.157112,2.894114,0.088825,0.999239
2021-10-16,60892.179688,3830.382080,41.757626,2.907300,0.086526,0.999968
2021-10-17,61553.617188,3847.104492,42.073952,2.869037,0.083784,1.000299
2021-10-18,62026.078125,3748.760254,41.183670,2.794891,0.083433,1.000058
2021-10-19,64261.992188,3877.650879,41.384014,2.797481,0.083247,0.999939
2021-10-20,65992.835938,4155.992188,44.348656,2.932858,0.086596,0.999590
2021-10-21,62210.171875,4054.322754,42.846519,2.856780,0.083381,1.000118
2021-10-22,60692.265625,3970.181885,43.449368,3.336265,0.083758,1.000334
2021-10-23,61393.617188,4171.663574,44.049973,3.691794,0.084373,1.001199
2021-10-24,60930.835938,4087.903076,42.385658,3.504210,0.081644,1.000308
2021-10-25,63039.824219,4217.876953,44.526623,4.782372,0.084664,0.999650
2021-10-26,60363.792969,4131.102051,44.883873,4.610444,0.090071,1.000135
2021-10-27,58482.386719,3930.257324,40.410454,4.433499,0.074905,1.000273
2021-10-28,60622.136719,4287.318848,41.861691,4.760986,0.081133,0.999921
2021-10-29,62227.964844,4414.746582,44.073624,4.638281,0.092103,0.999829
2021-10-30,61888.832031,4325.650391,42.747833,4.730095,0.103868,1.000131
2021-10-31,61318.957031,4288.074219,42.742096,4.426345,0.095442,0.999724
2021-11-01,61004.406250,4324.626953,49.982254,4.484819,0.091045,0.999861
2021-11-02,63226.402344,4584.798828,51.631351,4.272500,0.097958,0.999896
2021-11-03,62970.046875,4607.193848,53.443703,4.393743,0.095229,1.000225
2021-11-04,61452.230469,4537.324219,53.881733,4.169503,0.092056,1.000206
2021-11-05,61125.675781,4486.243164,51.894672,4.092232,0.091530,1.000562
2021-11-06,61527.480469,4521.581055,52.009216,4.116229,0.090558,1.000345
2021-11-07,63326.988281,4620.554688,52.277981,4.504069,0.090657,1.000649
2021-11-08,67566.828125,4812.087402,53.348457,4.631725,0.092796,0.999828
2021-11-09,66971.828125,4735.068848,50.779362,4.520168,0.088981,1.000075
2021-11-10,64995.230469,4636.174316,46.871330,4.099596,0.082066,0.999523
2021-11-11,64949.960938,4730.384277,47.647625,4.190141,0.086248,0.999856
2021-11-12,64155.941406,4667.115234,45.880806,4.024740,0.084094,0.999296
2021-11-13,64469.527344,4651.460449,47.129055,4.238601,0.094084,1.000830
2021-11-14,65466.839844,4626.358887,46.401821,4.129929,0.093366,0.999647
2021-11-15,63557.871094,4557.503906,44.688717,3.932674,0.126784,0.999643
2021-11-16,60161.246094,4216.365234,40.899315,3.710077,0.115052,1.000425
2021-11-17,60368.011719,4287.593750,42.708294,4.029567,0.230512,0.999850
2021-11-18,56942.136719,4000.650879,39.045967,4.136729,0.232243,0.999696
2021-11-19,58119.578125,4298.306641,41.261021,3.964900,0.234462,0.999991
2021-11-20,59697.195312,4409.931152,42.060429,3.941263,0.352904,0.999699
2021-11-21,58730.476562,4269.732910,42.005707,3.804933,0.370396,1.000235
2021-11-22,56289.289062,4088.457764,39.447872,4.241475,0.391137,0.999962
2021-11-23,57569.074219,4340.763672,40.791042,5.067818,0.376941,1.000115
2021-11-24,56280.425781,4239.981445,39.369419,4.967974,0.428689,1.000707
2021-11-25,57274.679688,4274.743164,38.455948,5.808179,0.673317,1.000332
2021-11-26,53569.765625,4030.908936,34.385906,4.897693,0.708809,0.999843
2021-11-27,54815.078125,4096.912109,35.186699,4.853272,0.664381,1.001594
2021-11-28,57248.457031,4294.453613,35.765121,4.863851,0.712089,0.999875
2021-11-29,57806.566406,4445.104980,37.162655,4.683529,0.651492,1.000078
2021-11-30,57005.425781,4631.479004,37.960495,5.044846,0.620749,0.999456
2021-12-01,57229.828125,4586.990234,36.773266,4.987940,0.645568,0.999593
2021-12-02,56477.816406,4511.302246,35.757893,4.727454,0.593750,0.998839
2021-12-03,53598.246094,4220.706055,33.639530,4.377219,0.506396,1.000327
2021-12-04,49200.703125,4119.587402,29.368837,3.754401,0.557686,0.999994
2021-12-05,49368.847656,4198.322754,28.310139,3.604797,0.487629,0.998715
2021-12-06,50582.625000,4358.737305,28.249523,3.727634,0.510365,0.999526
2021-12-07,50700.085938,4315.061523,30.543865,4.164789,0.478456,1.000063
2021-12-08,50504.796875,4439.357910,29.870499,4.171005,0.502626,0.999913
2021-12-09,47672.121094,4119.815918,26.951921,3.658604,0.495217,1.000527
2021-12-10,47243.304688,3908.496094,26.453915,3.344189,0.481247,1.001216
2021-12-11,49362.507812,4084.452393,27.774729,3.729347,0.562576,1.000172
2021-12-12,50098.335938,4134.453125,29.608980,3.839361,0.591258,1.000239
2021-12-13,46737.480469,3784.226807,25.971106,3.330133,0.506048,0.999780
2021-12-14,46612.632812,3745.440430,26.168419,3.409293,0.501800,1.000195
2021-12-15,48896.722656,4018.388672,27.145760,3.723410,0.500755,1.000244
2021-12-16,47665.425781,3962.469727,26.043077,3.830856,0.467623,0.998952
2021-12-17,46202.144531,3879.486572,24.663027,4.288558,0.452415,0.999806
2021-12-18,46848.777344,3960.860107,25.490757,4.523867,0.465630,0.999930
2021-12-19,46707.015625,3922.592529,24.791401,4.146174,0.443757,0.999883
2021-12-20,46880.277344,3933.844482,24.050674,4.113731,0.429337,0.999642
2021-12-21,48936.613281,4020.260010,25.194195,4.624302,0.441276,1.000066
2021-12-22,48628.511719,3982.099609,27.216074,5.050278,0.438024,0.998163
2021-12-23,50784.539062,4108.015625,29.111094,5.186143,0.513183,1.000219
